age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome
62,management,married,tertiary,no,2785,no,no,cellular,6,jul,270,3,-1,0,
28,management,single,tertiary,no,5474,no,no,cellular,28,jul,486,5,-1,0,
40,technician,married,secondary,no,694,yes,no,cellular,3,jun,431,2,119,9,failure
66,housemaid,married,primary,no,40,no,no,telephone,14,oct,290,2,-1,0,
38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442,1,-1,0,
33,technician,married,secondary,no,133,no,no,cellular,12,nov,627,2,192,1,success
39,technician,married,secondary,no,603,no,yes,cellular,15,apr,214,1,-1,0,
30,technician,single,secondary,no,2567,no,no,cellular,18,jun,813,4,-1,0,
26,technician,single,secondary,no,1105,yes,no,cellular,6,sep,415,1,297,3,other
34,services,single,secondary,no,2,yes,no,cellular,15,may,153,2,-1,0,
78,retired,divorced,primary,no,2787,no,no,telephone,1,jul,372,1,-1,0,
29,admin.,single,secondary,no,464,no,no,cellular,9,nov,208,2,91,3,success
72,self-employed,married,tertiary,no,132,no,no,cellular,27,apr,444,1,-1,0,
47,admin.,married,secondary,no,663,yes,yes,cellular,12,may,409,1,274,6,other
26,blue-collar,married,secondary,no,-11,yes,yes,cellular,17,jul,1150,3,-1,0,
41,blue-collar,single,secondary,yes,-386,no,yes,cellular,20,nov,477,1,-1,0,
27,services,single,secondary,no,1820,yes,no,cellular,17,jul,1027,1,-1,0,
32,services,married,secondary,no,689,yes,yes,cellular,16,jun,162,3,-1,0,
37,management,single,tertiary,no,62,yes,no,cellular,2,aug,428,2,272,8,success
36,blue-collar,divorced,primary,no,-308,yes,no,cellular,12,may,725,1,-1,0,
52,blue-collar,married,,no,0,yes,no,cellular,9,jul,1486,1,-1,0,
24,blue-collar,single,secondary,no,9883,no,no,cellular,8,jul,210,5,-1,0,
28,technician,single,tertiary,no,386,no,no,cellular,25,may,867,1,-1,0,
78,retired,married,primary,no,8556,no,no,telephone,21,apr,137,2,-1,0,
62,retired,married,secondary,no,1495,no,no,cellular,13,oct,896,1,57,2,success
37,management,married,tertiary,no,156,no,no,cellular,19,nov,366,3,-1,0,
37,services,married,secondary,no,1543,yes,no,cellular,16,feb,138,2,-1,0,
29,admin.,single,secondary,no,731,no,no,cellular,14,apr,107,3,-1,0,
37,management,married,tertiary,no,1276,no,no,cellular,16,nov,146,1,94,2,success
36,management,married,tertiary,no,535,no,no,cellular,20,apr,150,2,-1,0,
55,housemaid,divorced,primary,no,976,no,no,cellular,28,jun,345,1,94,3,other
65,retired,divorced,secondary,no,828,no,no,cellular,13,jul,305,1,-1,0,
32,management,single,tertiary,no,2974,yes,no,cellular,24,apr,227,1,4,1,failure
33,services,single,secondary,no,133,no,no,cellular,14,jan,305,2,274,1,success
35,admin.,married,secondary,no,404,yes,no,,29,may,539,1,-1,0,
63,retired,married,secondary,no,1612,no,no,telephone,17,feb,233,2,-1,0,
58,housemaid,divorced,secondary,no,0,no,no,cellular,2,jul,478,2,-1,0,
35,technician,single,secondary,no,399,yes,no,cellular,13,may,496,2,345,3,failure
36,blue-collar,married,secondary,no,1165,yes,no,,13,may,1001,4,-1,0,
35,blue-collar,married,primary,no,994,yes,no,,23,may,1349,8,-1,0,
34,management,married,tertiary,no,3696,no,no,cellular,8,apr,758,2,160,5,other
36,services,single,secondary,no,0,yes,no,cellular,12,may,398,6,-1,0,
21,student,single,secondary,no,2488,no,no,telephone,12,jan,661,2,92,1,success
27,management,single,primary,yes,13,no,no,cellular,30,jan,475,3,-1,0,
46,management,married,tertiary,no,0,no,no,cellular,18,nov,716,2,110,3,other
37,management,married,tertiary,no,2283,no,no,cellular,6,aug,303,2,92,4,success
28,blue-collar,married,secondary,no,173,no,no,cellular,18,jul,588,7,-1,0,
20,student,single,secondary,no,215,no,no,cellular,21,aug,228,4,183,1,other
30,technician,single,secondary,no,853,no,no,cellular,29,oct,279,1,148,1,failure
35,admin.,married,secondary,no,-87,yes,no,,3,jun,1363,7,-1,0,
35,management,married,tertiary,no,4124,yes,no,cellular,23,jul,350,2,445,7,other
50,admin.,married,secondary,no,4855,no,no,cellular,5,aug,720,2,-1,0,
34,blue-collar,married,secondary,no,496,yes,no,cellular,13,may,333,1,-1,0,
36,management,married,tertiary,no,4069,no,no,cellular,21,nov,517,1,-1,0,
31,management,single,tertiary,no,354,no,no,cellular,21,apr,242,2,-1,0,
50,blue-collar,married,primary,no,5872,yes,no,cellular,5,may,762,3,-1,0,
42,management,married,tertiary,no,27696,no,no,cellular,12,may,176,2,89,5,success
55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,7,aug,353,2,-1,0,
61,admin.,married,,no,4629,yes,no,cellular,27,jan,181,1,92,1,success
53,technician,married,secondary,no,480,no,no,,6,jun,648,2,-1,0,
24,blue-collar,single,secondary,no,167,no,yes,cellular,25,may,288,1,96,2,success
52,technician,married,secondary,no,5303,yes,no,,19,oct,133,1,-1,0,
33,admin.,married,secondary,no,0,yes,no,telephone,17,jul,1448,7,-1,0,
36,technician,married,secondary,no,1368,no,no,cellular,1,jun,516,1,292,5,failure
42,management,single,tertiary,no,7560,no,no,cellular,28,jan,132,1,-1,0,
48,blue-collar,married,secondary,no,1000,yes,no,,12,jun,1268,2,-1,0,
33,housemaid,single,tertiary,no,1107,yes,no,cellular,18,mar,201,1,-1,0,
34,management,married,tertiary,no,3301,yes,no,cellular,17,jun,485,2,227,4,failure
39,unemployed,married,primary,no,7005,yes,no,cellular,28,jul,429,2,184,3,success
40,blue-collar,married,secondary,no,1009,yes,yes,,20,jun,1036,5,-1,0,
37,management,married,tertiary,no,0,yes,no,cellular,23,apr,242,5,153,7,failure
25,management,single,tertiary,no,3902,no,no,cellular,23,sep,856,1,-1,0,
44,blue-collar,single,secondary,no,0,no,no,cellular,20,apr,133,1,-1,0,
31,management,single,tertiary,no,37,no,no,cellular,8,aug,669,2,-1,0,
39,management,single,tertiary,no,0,yes,no,cellular,22,may,271,1,93,3,success
34,management,married,tertiary,no,273,yes,no,cellular,14,may,492,1,175,2,failure
44,blue-collar,married,secondary,no,1697,yes,no,,4,jul,150,2,-1,0,
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,255,3,148,1,success
53,entrepreneur,married,tertiary,no,1961,no,no,cellular,15,dec,351,1,-1,0,
33,blue-collar,single,tertiary,no,700,no,no,cellular,30,apr,169,1,80,2,success
46,blue-collar,married,,no,842,yes,no,telephone,8,may,833,1,-1,0,
19,student,single,primary,no,103,no,no,cellular,10,jul,104,2,-1,0,
20,student,single,,no,755,no,no,cellular,29,dec,284,1,-1,0,
39,blue-collar,single,primary,no,581,yes,no,cellular,27,feb,233,1,270,1,other
38,technician,married,secondary,no,5115,yes,no,cellular,27,feb,99,1,102,6,success
51,management,single,tertiary,no,297,yes,no,cellular,15,may,415,4,375,1,failure
35,management,divorced,tertiary,no,141,no,yes,cellular,20,nov,728,1,-1,0,
38,admin.,married,secondary,no,11303,no,no,cellular,28,dec,473,2,216,2,failure
33,management,single,tertiary,no,3161,yes,no,cellular,2,apr,313,3,-1,0,
48,management,married,secondary,no,2892,no,no,cellular,7,jul,407,1,385,1,success
77,retired,married,tertiary,no,7802,no,no,telephone,4,may,421,1,92,2,success
35,blue-collar,married,secondary,no,5639,yes,no,cellular,20,nov,945,2,-1,0,
37,services,married,secondary,no,1970,yes,no,telephone,5,nov,253,1,-1,0,
39,management,married,tertiary,no,1425,yes,no,cellular,12,may,775,3,-1,0,
33,technician,married,secondary,no,1968,yes,no,cellular,20,apr,1817,3,-1,0,
59,management,married,tertiary,no,474,no,no,cellular,21,aug,252,1,-1,0,
58,management,divorced,tertiary,no,5037,yes,no,cellular,18,nov,1437,2,-1,0,
28,blue-collar,single,secondary,no,643,no,no,cellular,3,jul,308,2,-1,0,
47,technician,married,secondary,no,293,no,no,cellular,1,jun,251,1,90,1,success
31,blue-collar,married,secondary,no,2,yes,no,,20,may,182,2,-1,0,
42,blue-collar,single,primary,no,1628,yes,no,cellular,25,jul,590,8,-1,0,
30,management,single,tertiary,no,502,no,yes,cellular,18,jul,572,1,-1,0,
40,admin.,divorced,secondary,no,2129,no,no,cellular,30,apr,452,1,-1,0,
28,self-employed,single,tertiary,no,159,no,no,cellular,16,nov,449,2,33,4,success
50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,698,2,292,1,failure
48,housemaid,single,primary,no,46,no,no,cellular,3,aug,113,2,180,1,failure
44,technician,single,secondary,no,7138,no,no,cellular,8,aug,809,2,-1,0,
25,technician,single,secondary,no,505,no,yes,cellular,17,nov,386,2,-1,0,
31,management,married,tertiary,no,792,no,no,cellular,20,aug,763,14,-1,0,
54,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1034,1,-1,0,
61,management,married,tertiary,no,267,no,no,cellular,20,apr,190,1,-1,0,
43,blue-collar,married,primary,no,3064,yes,no,cellular,20,nov,2453,2,-1,0,
62,blue-collar,married,secondary,no,180,no,no,cellular,14,jan,183,1,90,4,other
27,admin.,single,secondary,no,192,no,no,telephone,28,jul,1076,17,-1,0,
45,admin.,married,secondary,no,1206,no,no,telephone,8,feb,309,1,446,3,failure
41,blue-collar,married,primary,no,1250,yes,no,,20,may,1392,2,-1,0,
41,retired,divorced,primary,no,-233,yes,no,,15,may,1156,2,-1,0,
26,management,single,tertiary,no,1646,no,no,cellular,18,sep,890,5,-1,0,
39,technician,married,secondary,no,1587,yes,no,cellular,8,sep,108,2,98,3,success
39,technician,married,tertiary,no,0,yes,no,cellular,14,jul,894,7,-1,0,
25,management,single,tertiary,no,316,no,no,cellular,27,mar,347,2,-1,0,
23,self-employed,single,tertiary,no,780,no,no,cellular,16,sep,393,1,183,3,success
77,retired,married,tertiary,no,7802,no,no,telephone,1,feb,483,2,-1,0,
31,management,divorced,tertiary,no,414,no,yes,cellular,16,jul,241,1,-1,0,
39,technician,single,secondary,no,1022,yes,no,,20,may,1410,2,-1,0,
40,admin.,single,secondary,no,50,no,no,cellular,15,may,837,1,-1,0,
50,blue-collar,married,primary,no,-522,yes,no,cellular,13,may,863,3,-1,0,
33,management,single,tertiary,no,432,no,no,telephone,20,aug,588,6,-1,0,
61,retired,married,tertiary,no,2557,yes,no,cellular,10,nov,89,1,91,4,success
31,admin.,single,secondary,no,622,no,no,cellular,18,jul,420,1,-1,0,
29,admin.,married,secondary,no,7707,yes,no,cellular,29,apr,961,2,334,2,failure
32,admin.,married,secondary,no,51,yes,yes,cellular,7,jul,297,1,-1,0,
37,technician,single,secondary,no,3665,no,no,cellular,12,aug,664,3,-1,0,
62,management,married,tertiary,no,997,no,no,cellular,22,apr,554,1,304,2,success
41,self-employed,married,tertiary,no,0,yes,no,telephone,29,apr,395,3,426,1,other
28,admin.,single,secondary,no,1277,no,no,cellular,26,mar,475,1,-1,0,
41,admin.,single,secondary,no,1020,yes,no,,19,may,882,1,-1,0,
61,retired,married,tertiary,no,2557,yes,no,cellular,11,aug,139,3,190,1,success
39,technician,single,secondary,no,1104,no,no,cellular,7,aug,395,2,-1,0,
35,technician,married,tertiary,no,7050,no,no,cellular,10,feb,278,3,187,1,success
44,admin.,single,secondary,no,1534,no,no,cellular,10,nov,95,1,95,3,success
36,technician,married,secondary,no,2473,no,no,cellular,28,aug,965,4,-1,0,
57,retired,married,secondary,no,5313,no,no,cellular,16,dec,283,2,196,1,success
31,management,married,tertiary,no,1812,no,no,cellular,30,apr,461,1,-1,0,
53,technician,married,secondary,no,-725,yes,no,,27,may,1205,1,-1,0,
60,management,married,tertiary,no,3301,no,no,,17,jun,2621,3,-1,0,
35,admin.,single,secondary,no,303,no,no,cellular,24,sep,173,2,190,10,other
57,blue-collar,married,primary,no,3109,no,no,cellular,2,jun,482,2,-1,0,
58,management,married,tertiary,no,1384,yes,no,cellular,27,mar,342,1,-1,0,
56,management,married,primary,no,870,no,no,cellular,14,may,220,1,179,1,success
61,management,married,tertiary,no,997,no,no,cellular,10,mar,106,1,-1,0,
31,management,single,tertiary,no,533,no,no,cellular,11,feb,144,1,91,9,success
30,services,single,secondary,no,495,yes,no,cellular,21,nov,641,1,-1,0,
37,technician,single,secondary,no,2442,no,no,cellular,16,feb,91,3,-1,0,
28,management,married,tertiary,no,1240,no,no,cellular,4,aug,849,1,-1,0,
59,technician,married,secondary,no,10925,no,no,cellular,21,apr,100,1,-1,0,
27,management,married,tertiary,no,893,no,no,cellular,16,oct,154,2,-1,0,
26,management,single,tertiary,no,222,no,no,cellular,26,oct,318,1,120,3,success
33,management,single,tertiary,no,3552,no,no,cellular,13,feb,158,2,85,3,failure
37,technician,married,tertiary,no,127,yes,no,cellular,25,aug,192,1,193,1,success
43,technician,divorced,,no,4389,no,no,telephone,2,jul,632,2,85,1,success
35,management,divorced,tertiary,no,26,no,no,cellular,16,apr,78,2,-1,0,
30,admin.,single,secondary,no,983,yes,no,cellular,27,may,189,2,-1,0,
57,blue-collar,married,secondary,no,1540,yes,no,cellular,17,nov,564,1,-1,0,
33,management,married,tertiary,no,1064,yes,no,cellular,13,may,562,1,-1,0,
42,technician,divorced,secondary,no,214,no,no,cellular,16,apr,127,1,-1,0,
31,management,married,tertiary,no,0,yes,yes,cellular,28,jul,664,8,-1,0,
25,admin.,single,secondary,no,2816,no,no,cellular,30,apr,327,1,-1,0,
27,admin.,married,tertiary,no,2855,no,no,cellular,22,jul,138,2,178,4,success
43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707,2,97,2,success
46,blue-collar,divorced,primary,no,219,yes,no,cellular,21,nov,729,1,-1,0,
54,technician,married,tertiary,no,395,no,no,cellular,30,apr,183,1,183,2,success
29,services,single,tertiary,no,1788,no,no,cellular,27,oct,353,1,-1,0,
36,technician,single,secondary,yes,12,no,no,cellular,12,aug,587,2,-1,0,
37,admin.,married,secondary,no,96,no,no,cellular,7,aug,155,1,99,2,success
35,blue-collar,married,secondary,no,1454,yes,no,cellular,12,aug,323,1,182,4,success
35,self-employed,single,tertiary,no,353,no,no,cellular,11,feb,352,1,183,1,success
65,retired,married,primary,no,308,no,no,cellular,1,sep,400,1,-1,0,
35,self-employed,single,tertiary,no,353,no,no,cellular,12,aug,582,1,-1,0,
37,admin.,married,secondary,no,1967,no,no,telephone,27,oct,376,1,-1,0,
38,blue-collar,single,secondary,no,0,no,no,cellular,27,oct,297,1,75,3,failure
48,admin.,married,secondary,no,156,no,no,cellular,4,aug,291,1,-1,0,
68,retired,married,tertiary,no,2820,no,no,cellular,3,dec,154,1,97,2,failure
21,student,single,secondary,no,123,no,no,telephone,12,aug,449,1,-1,0,
21,student,single,secondary,no,123,no,no,telephone,12,feb,379,5,93,2,success
34,management,married,tertiary,no,520,yes,no,cellular,12,aug,1307,4,-1,0,
24,admin.,single,tertiary,no,-61,no,no,cellular,11,mar,95,4,-1,0,
48,technician,married,primary,no,235,no,no,cellular,9,sep,386,2,191,3,success
29,management,married,tertiary,no,8103,no,no,cellular,28,may,473,3,-1,0,
36,services,married,primary,no,0,yes,no,,2,jun,1036,1,-1,0,
32,services,single,secondary,no,5806,yes,no,cellular,20,nov,1503,2,-1,0,
54,technician,married,secondary,no,10185,no,no,cellular,12,feb,251,1,186,3,success
26,management,single,tertiary,no,390,no,no,cellular,7,aug,325,1,-1,0,
34,management,married,tertiary,no,123,no,no,cellular,3,feb,301,3,-1,0,
29,admin.,single,secondary,no,1277,no,no,cellular,20,jul,165,2,481,1,success
53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,1,-1,0,
29,self-employed,single,tertiary,no,476,yes,no,cellular,18,may,427,1,-1,0,
33,blue-collar,divorced,primary,no,390,yes,no,,9,may,665,2,-1,0,
35,technician,single,secondary,no,1693,yes,no,cellular,10,feb,515,1,-1,0,
36,admin.,single,tertiary,no,994,no,no,cellular,6,may,211,1,90,6,success
31,management,single,tertiary,no,147,no,no,cellular,9,mar,469,1,181,2,success
50,admin.,single,secondary,no,133,no,no,cellular,28,jul,890,4,-1,0,
47,management,single,tertiary,no,86,no,no,cellular,5,aug,253,1,97,4,success
23,student,single,secondary,no,431,no,no,cellular,15,feb,201,3,186,2,success
31,technician,married,,no,14533,no,no,cellular,16,jun,245,2,-1,0,
37,management,married,secondary,no,5447,yes,yes,cellular,17,nov,1789,1,-1,0,
29,management,married,tertiary,no,0,yes,no,cellular,6,may,667,2,-1,0,
29,self-employed,single,tertiary,no,3290,no,no,cellular,23,mar,136,1,291,2,success
45,entrepreneur,married,secondary,no,781,no,yes,cellular,17,nov,652,2,126,2,failure
33,technician,married,tertiary,no,1699,no,no,cellular,6,nov,178,2,94,1,success
33,management,married,secondary,no,3935,yes,no,cellular,6,may,765,1,342,2,failure
53,blue-collar,married,secondary,no,-8,no,no,cellular,5,aug,794,1,-1,0,
61,retired,married,secondary,no,11,no,no,cellular,29,sep,232,1,92,3,success
64,retired,married,secondary,no,4787,no,no,cellular,28,apr,392,1,182,1,success
47,management,single,tertiary,no,4402,no,no,telephone,10,dec,805,1,190,1,other
49,management,married,tertiary,no,561,no,no,cellular,15,jun,173,1,-1,0,
65,retired,married,primary,no,3629,no,no,cellular,27,apr,148,1,-1,0,
44,admin.,divorced,secondary,no,2999,yes,no,cellular,14,may,717,1,-1,0,
30,management,single,tertiary,no,617,no,no,cellular,27,feb,192,2,-1,0,
47,admin.,divorced,secondary,no,295,yes,no,,6,jun,94,2,-1,0,
31,management,single,tertiary,no,924,no,no,cellular,27,feb,172,1,-1,0,
55,technician,divorced,secondary,no,3450,no,no,cellular,10,feb,169,1,183,1,failure
45,admin.,divorced,primary,no,429,yes,no,cellular,22,apr,147,1,181,1,success
24,student,single,secondary,no,1809,no,no,cellular,11,oct,165,1,95,2,success
76,retired,divorced,primary,no,2693,no,no,cellular,21,oct,107,2,-1,0,
60,retired,divorced,secondary,no,-639,yes,no,cellular,15,may,585,1,-1,0,
29,management,single,secondary,no,703,yes,no,cellular,16,nov,236,1,550,2,success
53,blue-collar,divorced,primary,no,4401,no,no,telephone,11,aug,254,1,-1,0,
56,management,divorced,tertiary,no,3287,no,no,cellular,27,apr,497,1,-1,0,
45,unemployed,divorced,secondary,no,3354,yes,no,,29,may,746,1,-1,0,
36,housemaid,married,primary,no,78,yes,no,telephone,30,jul,2692,9,-1,0,
39,unemployed,married,secondary,no,2245,no,no,cellular,21,nov,749,2,-1,0,
29,management,single,tertiary,no,874,yes,no,cellular,16,sep,152,1,103,1,success
37,management,married,secondary,no,565,no,no,cellular,6,aug,174,1,93,3,failure
53,management,married,tertiary,no,597,no,no,,22,feb,392,1,-1,0,
35,management,single,tertiary,no,704,no,no,cellular,21,apr,164,1,-1,0,
53,technician,married,secondary,no,6831,no,no,cellular,13,may,1130,2,-1,0,
25,admin.,single,secondary,no,507,yes,no,cellular,15,may,832,1,367,3,failure
39,technician,single,secondary,no,1355,yes,no,cellular,14,may,1180,1,-1,0,
39,technician,single,secondary,no,15,yes,no,cellular,30,apr,510,1,-1,0,
46,management,divorced,tertiary,no,-130,yes,no,cellular,24,mar,144,2,-1,0,
44,blue-collar,married,secondary,yes,105,yes,no,cellular,20,apr,586,1,-1,0,
62,retired,married,secondary,no,569,no,no,cellular,4,aug,288,1,1,8,success
35,admin.,single,secondary,no,-32,no,yes,cellular,6,aug,366,2,178,9,success
24,student,single,secondary,no,822,no,no,cellular,27,oct,184,1,91,2,failure
31,unemployed,married,secondary,no,86,yes,yes,,3,jun,963,2,-1,0,
25,student,single,secondary,no,125,no,no,cellular,9,feb,215,1,92,2,success
30,services,single,primary,no,0,yes,yes,cellular,19,nov,686,1,-1,0,
49,management,divorced,secondary,no,-46,yes,no,,9,jun,1055,10,-1,0,
36,management,married,tertiary,no,849,yes,yes,,21,may,958,2,-1,0,
67,management,married,tertiary,no,405,no,no,cellular,7,aug,345,2,-1,0,
34,blue-collar,married,secondary,no,1207,yes,no,,21,may,905,1,-1,0,
39,technician,married,secondary,no,2266,no,no,cellular,18,feb,208,4,-1,0,
57,admin.,married,,no,2038,no,no,cellular,9,aug,628,1,182,2,failure
35,blue-collar,single,,no,484,no,no,cellular,8,jul,344,1,87,3,failure
51,admin.,married,tertiary,no,0,yes,yes,cellular,8,mar,124,2,-1,0,
37,management,single,tertiary,no,8828,no,no,,12,jun,1010,3,-1,0,
40,management,married,tertiary,no,0,yes,no,cellular,25,mar,506,2,-1,0,
25,student,single,secondary,no,4147,no,no,cellular,14,aug,211,3,-1,0,
35,management,single,tertiary,no,916,yes,no,cellular,14,may,460,2,-1,0,
70,retired,married,tertiary,no,44,no,no,cellular,18,sep,1104,2,88,2,other
57,services,married,primary,no,491,yes,no,cellular,15,apr,1217,3,-1,0,
36,entrepreneur,married,tertiary,no,3057,no,no,,16,jun,2769,4,-1,0,
52,services,married,secondary,no,1000,no,no,cellular,5,aug,766,2,-1,0,
37,services,married,secondary,no,52,yes,no,cellular,6,sep,908,1,185,9,success
63,entrepreneur,married,secondary,no,3904,no,no,telephone,4,aug,250,2,187,2,success
47,blue-collar,divorced,primary,no,126,yes,no,,3,jun,2456,2,-1,0,
25,student,single,,no,722,no,no,telephone,21,apr,623,2,-1,0,
52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,16,apr,583,1,147,1,success
49,blue-collar,married,primary,no,408,no,no,cellular,12,aug,559,4,-1,0,
27,unemployed,single,secondary,no,771,no,no,cellular,21,oct,181,1,302,3,other
33,management,married,tertiary,no,3401,no,no,cellular,20,nov,253,1,-1,0,
30,unemployed,single,tertiary,no,1159,no,no,telephone,5,jun,366,1,-1,0,
37,management,married,tertiary,no,255,no,no,cellular,24,feb,562,2,183,10,success
35,technician,married,secondary,no,294,yes,no,cellular,9,mar,301,1,90,4,success
27,admin.,divorced,secondary,no,451,yes,no,cellular,16,jul,652,1,-1,0,
29,unemployed,single,primary,no,1374,no,no,cellular,14,may,1205,2,178,7,success
30,management,single,tertiary,no,232,no,no,cellular,15,jul,219,1,91,1,success
37,student,single,,no,444,no,no,cellular,14,aug,137,1,102,5,success
49,technician,married,tertiary,no,523,yes,no,cellular,3,mar,152,2,-1,0,
34,entrepreneur,married,tertiary,no,146,yes,no,cellular,14,jul,788,2,-1,0,
39,technician,married,secondary,no,251,yes,no,cellular,17,jul,342,2,-1,0,
72,retired,married,secondary,no,0,no,no,cellular,29,oct,189,3,-1,0,
46,admin.,married,secondary,no,974,no,no,cellular,5,jun,174,2,80,1,success
28,technician,single,secondary,no,313,no,no,cellular,9,feb,1183,2,-1,0,
37,management,single,tertiary,no,698,no,no,cellular,8,sep,1081,2,-1,0,
58,management,married,secondary,no,2155,no,yes,cellular,11,aug,248,2,182,7,success
26,services,single,tertiary,no,1140,yes,no,cellular,6,feb,984,2,-1,0,
33,management,single,tertiary,no,224,no,no,cellular,23,sep,409,2,92,4,success
44,services,divorced,secondary,no,51,yes,yes,,27,may,3094,2,-1,0,
36,technician,single,secondary,no,376,no,no,cellular,13,nov,193,1,92,1,success
67,retired,married,,no,2540,no,no,telephone,14,jun,278,5,116,4,other
36,services,single,secondary,no,-253,yes,no,cellular,14,apr,1073,1,-1,0,
34,blue-collar,single,,no,129,yes,yes,cellular,16,nov,295,1,200,2,success
32,blue-collar,married,secondary,no,783,yes,no,,21,may,923,3,-1,0,
31,admin.,divorced,secondary,no,217,yes,no,cellular,30,jan,1776,2,-1,0,
36,management,married,tertiary,no,0,yes,no,telephone,23,oct,140,1,143,3,failure
47,admin.,married,secondary,no,3070,no,no,cellular,7,aug,663,4,-1,0,
82,retired,married,primary,no,8603,no,no,cellular,7,jul,429,1,-1,0,
58,admin.,married,secondary,no,826,no,no,,12,jun,885,1,-1,0,
33,admin.,married,secondary,no,616,no,no,cellular,6,sep,250,3,-1,0,
52,services,married,secondary,no,659,no,no,cellular,27,oct,113,1,-1,0,
45,blue-collar,married,secondary,no,61,yes,no,,26,may,745,4,-1,0,
54,technician,married,secondary,no,-315,no,yes,cellular,10,jul,2029,1,-1,0,
54,housemaid,single,secondary,no,1213,no,no,cellular,12,nov,241,1,-1,0,
47,blue-collar,married,secondary,no,2787,no,no,cellular,11,aug,479,1,-1,0,
35,management,married,tertiary,no,36,no,yes,cellular,16,jul,1656,5,-1,0,
27,admin.,married,secondary,no,-97,yes,no,,18,jun,1528,2,-1,0,
54,services,divorced,secondary,no,0,no,no,cellular,18,mar,362,1,290,3,success
63,admin.,divorced,secondary,no,4680,no,no,cellular,15,sep,953,2,-1,0,
31,self-employed,single,tertiary,no,1815,no,no,telephone,9,feb,1541,1,-1,0,
35,management,married,,no,2326,yes,yes,cellular,16,sep,319,1,-1,0,
36,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,1008,1,347,2,success
19,student,single,secondary,no,329,no,no,cellular,22,oct,252,2,-1,0,
47,admin.,married,secondary,no,1210,no,no,cellular,26,oct,604,1,91,4,failure
54,retired,married,secondary,no,1371,no,no,telephone,25,jul,1492,2,-1,0,
50,management,married,tertiary,no,2366,no,no,cellular,28,jan,816,2,149,1,other
62,housemaid,married,tertiary,no,1528,no,no,cellular,15,oct,134,2,184,1,success
26,blue-collar,single,secondary,no,2007,no,no,cellular,13,oct,194,1,92,5,success
57,technician,married,secondary,no,254,no,no,cellular,27,oct,207,1,-1,0,
26,blue-collar,single,primary,no,941,no,no,cellular,29,jan,1165,1,-1,0,
27,,single,,no,326,no,no,cellular,22,feb,326,1,-1,0,
59,technician,married,primary,no,4198,no,no,cellular,14,jan,309,1,91,10,success
32,management,single,tertiary,no,819,yes,no,cellular,20,apr,114,2,-1,0,
25,blue-collar,single,secondary,no,509,no,no,cellular,5,mar,418,1,-1,0,
51,entrepreneur,married,tertiary,no,5254,yes,no,,23,oct,134,1,-1,0,
30,management,single,tertiary,no,536,no,no,cellular,15,oct,244,1,105,1,success
69,retired,married,secondary,no,0,no,no,cellular,28,apr,184,2,126,2,other
45,management,married,tertiary,no,242,no,no,cellular,30,apr,587,1,-1,0,
37,admin.,married,secondary,no,274,yes,no,,27,may,731,3,-1,0,
30,technician,single,secondary,no,863,yes,no,,16,may,1193,5,-1,0,
32,management,divorced,tertiary,no,222,no,yes,cellular,15,jul,820,4,-1,0,
50,technician,married,tertiary,no,2313,no,no,cellular,5,aug,553,1,-1,0,
82,retired,married,secondary,no,121,no,no,telephone,19,feb,330,1,-1,0,
32,management,single,tertiary,no,1882,no,no,cellular,25,aug,497,5,-1,0,
49,entrepreneur,divorced,,yes,-701,yes,no,cellular,30,jul,988,2,-1,0,
42,services,married,tertiary,no,4216,no,no,cellular,12,jun,186,2,-1,0,
67,retired,married,secondary,no,203,no,no,cellular,11,oct,405,1,266,2,success
29,self-employed,married,secondary,no,425,yes,no,,5,jun,562,15,-1,0,
23,services,single,secondary,no,488,no,no,cellular,30,mar,236,1,92,2,other
59,retired,single,secondary,no,2,no,no,telephone,2,feb,935,1,-1,0,
44,admin.,married,tertiary,no,348,yes,yes,cellular,16,feb,170,2,-1,0,
25,technician,single,secondary,no,1199,no,no,cellular,1,jun,287,1,-1,0,
36,technician,single,secondary,no,2511,yes,no,cellular,16,apr,700,5,-1,0,
49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,1226,1,-1,0,
49,technician,married,secondary,no,905,no,no,cellular,5,jun,1543,1,-1,0,
27,blue-collar,single,secondary,no,2486,yes,no,,29,may,733,1,-1,0,
38,student,divorced,tertiary,no,2946,no,no,cellular,16,jun,605,3,-1,0,
38,management,married,tertiary,no,238,no,no,cellular,4,aug,139,1,92,3,failure
37,technician,single,tertiary,no,6101,no,no,cellular,6,feb,141,1,-1,0,
28,admin.,married,secondary,no,330,no,no,cellular,2,jun,226,2,182,4,success
33,technician,single,secondary,no,2979,no,no,cellular,5,aug,326,2,437,1,failure
34,management,married,tertiary,no,2374,yes,yes,cellular,18,jun,270,2,314,2,failure
